,L140,L149,L062,N048,N068,N090,N098,L005,L027,L031,L072,L074,L078,L102,L115,L133,L137
PITRM1,0.038754830676,0.026603587999999997,0.0240802839437,0.025187932000000003,0.013646455035299999,0.041513235,0.04290100393080001,0.0120818105706,0.00480207237209,0.0032307826895,0.017110261,0.0048524848535500004,0.0037229396116199996,0.00641266607641,0.004830598,0.00801482894583,0.0228618077885
LINC00324,0.25607762886700003,0.17265281899999999,0.173949939003,0.142395855,0.09825572486739999,0.237273843,0.0967568744224,0.06441172868430001,0.0559721657309,0.173409377531,0.201698825,0.0711420165409,0.0909475984632,0.136736030298,0.06881705099999999,0.124459027134,0.1743250982
UPRT,0.00903753768228,0.004239514000000001,0.0049035131298500005,0.002516903,0.00206897834369,0.004920024,0.0037511966720900005,0.00125265488831,0.00281212486636,0.00144143131099,0.002624492,0.0013823761489999999,0.000936184190128,0.00192104443378,0.002067222,0.00317828474804,0.00372883003975
AQR,0.0190887939758,0.013547584,0.0111519674598,0.005547521999999999,0.006752543528699999,0.010495896000000001,0.0105321001825,0.0025853446451100004,0.00516851859787,0.00135113567006,0.009449047,0.00388056345322,0.00227037349207,0.0047816215143,0.004751341,0.00356167041081,0.00790144999817
TTC1,0.010854277027200002,0.007502893,0.005635865364600001,0.0032880509999999997,0.00451283716884,0.008641464,0.0075269101946500005,0.00133987636819,0.00171661319119,0.000737736512908,0.00343903,0.00128883369681,0.000950288919273,0.00212237050663,0.000674296,0.00176955163565,0.00423957056493
DNAJC14,0.0356923430061,0.028662808999999997,0.0261074401889,0.014178646999999999,0.026946341580099998,0.024247192999999997,0.0192322569863,0.0185104961362,0.0187246918578,0.012827548712200001,0.022128772999999997,0.0190146701053,0.014259312652700001,0.019377284460599997,0.019544204,0.018290694400799997,0.015280234282
COG3,0.0195841311302,0.022291152999999998,0.0180122539646,0.01665587,0.0132347094994,0.020132538000000002,0.018318242138799998,0.00996394706823,0.010568971338299999,0.00977537748897,0.013584373,0.011012985386700001,0.00961616503341,0.00954381811821,0.00726813,0.00989618811389,0.0143508792361
ACTL6A,0.04798737657,0.023037907000000003,0.0226403647085,0.034416182999999996,0.0139888835439,0.043208297,0.03580911579130001,0.0176191363985,0.005881556215,0.00301201601879,0.015234881,0.00447599597623,0.0046160817263400005,0.00742843025928,0.00389889,0.004620517905310001,0.0244900485217
NFATC2IP,0.093245563263,0.08874817199999999,0.06785612824830001,0.026397353,0.0577536102314,0.058285620999999996,0.05914194670609999,0.00382072473474,0.00831962405839,0.00206481168301,0.022556199,0.009222900423969999,0.00507416997217,0.0097322595039,0.0031167409999999997,0.0105770618845,0.0163979332448
DPH1,0.181535333723,0.167272342,0.137627693431,0.11580572900000001,0.07044531879660001,0.16068808699999998,0.11607670197999999,0.025855340319599997,0.024542162925,0.00902893462095,0.065865862,0.0221569070481,0.0231622680057,0.030488883775299996,0.018106656999999998,0.0357115500098,0.114889917019
COG8,0.0181559440701,0.023628822999999997,0.0126576993227,0.020898411999999998,0.012583016217,0.026362945,0.02373868232,0.020485890615199998,0.00724425632166,0.009923836672379999,0.011007514,0.0103187542129,0.0102304211811,0.0102821307305,0.0076720519999999995,0.00986630755914,0.0209687066706
COLGALT1,0.0247009406214,0.016758758000000002,0.0150668403371,0.012408195,0.0108389652761,0.020349942,0.018922223421900003,0.0037493043186900003,0.00359270156488,0.000824467688539,0.005448186999999999,0.0025432264525,0.0009706080401060001,0.00294336646917,0.001667441,0.00424217894909,0.0115784062793
MLXIP,0.00607767237038,0.005561246999999999,0.00524187003029,0.0020348610000000002,0.0032534137137199995,0.004092007,0.00415060548928,0.0010185054211000002,0.0013748909221099998,0.00104299639389,0.001833255,0.00149669150708,0.0011579712642899999,0.000886145272537,0.000809951,0.0015304161332,0.00176978849113
ABCF3,0.113105177178,0.129088381,0.0824407769466,0.106055068,0.05918351684190001,0.165852915,0.167748543969,0.0329415303862,0.028245228304900002,0.0144863838161,0.058722629000000005,0.040062988260199994,0.0319616528838,0.037319389552,0.047068390999999994,0.0582789966916,0.125866867894
PEX26,0.0499610052126,0.032870623,0.0273459781679,0.023827241000000002,0.0219549275853,0.030163389,0.0368249513754,0.00904578154105,0.011117030115200002,0.00510655280223,0.014560618,0.005625275892170001,0.006451374795939999,0.0127832369363,0.00781645,0.013759382366,0.0349204278158
FNDC3A,0.0268339388799,0.019268156,0.0206661985465,0.007055102,0.010702978524599999,0.014175958999999998,0.0148836838559,0.00302456058661,0.0115576397021,0.0018977164495699997,0.008315243,0.00799728139469,0.00594944654578,0.0103595320355,0.011199471,0.012541229515700001,0.00863671740913
APOO,0.00743134814155,0.003447944,0.00379934282949,0.0018854529999999998,0.00350859778888,0.004178739,0.00403125414453,0.00127233674461,0.00238242551506,0.000615886324875,0.001360633,0.000271258980468,0.0008561619711830002,0.00042921634492099997,0.000315418,0.0005909285548609999,0.0012028154792
COPS7A,0.0370218330009,0.037400231,0.0240565441553,0.011648212,0.0159271017653,0.022992993,0.0356072487041,0.005959556658770001,0.00554151405451,0.00265694318623,0.013167271999999999,0.00715228089621,0.00463757233033,0.006583513492140001,0.005705477,0.008654763901799999,0.0137973657222
UBXN11,0.0372377788519,0.04588422599999999,0.0358557623425,0.022071877,0.028327960336099998,0.040830581,0.0337099247861,0.0111182644597,0.0109644659446,0.0129230586041,0.018119307,0.010919469224399998,0.00953892618189,0.015163511763,0.014298035,0.0121231637317,0.0190146786547
STIP1,0.0153602334746,0.009379132,0.00856431150396,0.005349181,0.004925895665359999,0.011355751,0.00965106145375,0.0026297024507499996,0.0012275398226700002,0.00107278112205,0.003147033,0.00121054160275,0.0009641489287560001,0.0014154043102000001,0.001143455,0.0010288613164,0.005908932660159999
GPAA1,0.0955457858708,0.070043627,0.063799510188,0.033875638,0.04671259296630001,0.052424225,0.058363620499099995,0.014157920923799997,0.015417580133700001,0.004266174835380001,0.027649757,0.010412990014,0.007751205935,0.0162784300158,0.009889236,0.0163694946008,0.034998117578400004
EVI5L,0.0358363278626,0.031217234,0.0143338776377,0.014273878,0.010660363061100001,0.026555876000000003,0.014404348001399999,0.00979108650376,0.0042292542951,0.006179367897749999,0.006718137,0.00342912964289,0.0030282283261500002,0.00659597968014,0.004101474,0.012865493499,0.0128235023743
STXBP3,0.00652186713518,0.005076263,0.00360619007744,0.004778542,0.00288350726505,0.006801967,0.00734012933096,0.00147242407484,0.0014532203476500002,0.000614123215067,0.0019386870000000001,0.0012104891601500002,0.00113887004424,0.00129109102636,0.000608184,0.0013923305035000002,0.00248806950048
TPRKB,0.057983283319499986,0.041299156000000004,0.0273734508978,0.018228582,0.0247293540611,0.041919592,0.0304583959799,0.00363785539613,0.0109268225757,0.00491882470736,0.016552719,0.00702907192498,0.00874708339687,0.00746780176589,0.0042440279999999995,0.00877599724464,0.0115254131684
UBE2A,0.198018901596,0.122441841,0.119829851276,0.082696723,0.052658407767500005,0.167802371,0.154278996884,0.023195016222,0.0277444136555,0.00545277589485,0.055995947000000004,0.027890973297700003,0.0148857768376,0.0373332415023,0.015570698999999999,0.019976855492599997,0.153337409668
RBM39,0.0298666638821,0.030637246,0.026465520246,0.013162516,0.0168436463132,0.022177145,0.0181819591197,0.009699960627360001,0.019902591468,0.00649333234928,0.022473252000000003,0.0203274519363,0.0139462045542,0.0198384238242,0.019102795,0.0177807111955,0.0180960464734
C1orf162,0.0234074135609,0.01696077,0.014845728100100004,0.035358268,0.0109959847601,0.032725771,0.0346093182494,0.0147848556006,0.0100030009437,0.010214801094399999,0.011801278,0.0089338664905,0.011421015907,0.00910520886643,0.009161353,0.0144899786932,0.0168500293977
TMEM185A,0.0208522112045,0.016066295,0.014787816881799996,0.003050749,0.008642410804270001,0.015589442,0.00958496593284,0.0020364301320399997,0.00453469352617,0.0005021808999080001,0.004886568,0.00138413610537,0.00257786195286,0.00451962809917,0.000471613,0.0029149062122800005,0.00425468438302
CLK4,0.07633389492819999,0.073346508,0.0661861164167,0.055654709000000004,0.040662782692499996,0.052176581,0.04831779215030001,0.0395712588126,0.032460240293499996,0.0219228220371,0.046744297000000004,0.0331349174643,0.0381026321455,0.041149903404,0.028028982,0.0395607982959,0.0491979445355
EDC4,0.0803033122414,0.075250162,0.0578485653061,0.061686625999999994,0.0297266527619,0.078818871,0.0900273686091,0.014494599200600002,0.011906127115599999,0.00602497132108,0.033457688,0.0103594337456,0.0101878858579,0.011506034530499998,0.009709533000000001,0.0227429152813,0.0618120827111
BCAP31,0.000724091621476,0.000810344,0.000444066406399,0.000314434,0.000258767202767,0.000566073,0.0005389960513849999,7.24218094717e-05,0.000157320353349,3.09175136563e-05,0.000200813,9.92939258545e-05,7.22982496903e-05,0.000109881911963,0.00010974200000000001,0.00019391174575999999,0.00020074770223800002
TRABD,0.0602492431752,0.07470211,0.0523999129756,0.09577587900000001,0.033195862591,0.104161084,0.130421772812,0.0203212354205,0.0101303371641,0.0066969844473400006,0.028247484,0.011208530594899999,0.008748427667530001,0.01822623843,0.010478455,0.0164485749398,0.04015621982380001
SLC25A13,0.0115085595686,0.007046706,0.0100527539881,0.006909361,0.006707334456869999,0.007677515,0.00767515222252,0.00526898883629,0.0166973393988,0.00294856380673,0.00729865,0.006139394015930001,0.00595614012441,0.006636989906829999,0.0051868140000000005,0.006326575050539999,0.00866950236391
AHSA1,0.0156643303994,0.01106963,0.00936421174183,0.010342386,0.00479057263307,0.030403142,0.025802245133199998,0.00232337076313,0.00207743708545,0.0009629165393169999,0.004007635,0.0011390234192599998,0.00169849244352,0.00208783130327,0.000390359,0.00130021422014,0.0108823694922
SEC22A,0.0714531093965,0.050763098,0.0427236270239,0.01825224,0.0233181347082,0.039854521000000004,0.0281575407245,0.00754249748542,0.0198585400165,0.005055200447270001,0.018045415,0.010366860507,0.00849448891752,0.0107880343874,0.006260091,0.0125483376871,0.025065244386900002
JOSD2,0.0388173802113,0.031261414,0.0231039163889,0.012421406999999999,0.028432709996099998,0.03330443,0.019216985736,0.0110881824858,0.01406188174,0.00896676546588,0.014087344,0.008569022857100001,0.00731728287316,0.00630327949529,0.0056413669999999996,0.0059555494365,0.013112043055499999
SMYD5,0.111952503801,0.07885891,0.0616551698757,0.043848625,0.038625264936,0.060277897000000004,0.0637537403569,0.0100239661427,0.013713293894,0.00512103455066,0.02894325,0.011931979102700002,0.0100892561609,0.018720619494099998,0.009603077,0.0253390684049,0.0476611143078
ARF6,0.290258111333,0.10759615199999999,0.124516796362,0.14056608,0.140343705412,0.154432508,0.197118705553,0.128084152178,0.0995826115397,0.0796501870466,0.10617985199999999,0.138064480887,0.101095557237,0.11370389713300001,0.155813074,0.129480974235,0.156242383111
IL2RG,0.0172530760817,0.013336985,0.0076101743069399985,0.013476743999999999,0.00479229989791,0.024761947000000003,0.0208285472405,0.00177318035171,0.00126030637229,0.0006982589184099998,0.003129295,0.00119026100504,0.0008584396185429999,0.00129296519238,0.00078471,0.00154651094987,0.00474903563063
CLPX,0.016332202270799998,0.010830286000000001,0.00716936092496,0.004641421,0.004020471391219999,0.007365534,0.00698562922047,0.00217993636267,0.0022593065296999996,0.00119446387527,0.003608175,0.0016763739403900001,0.00106193726446,0.0013028283137300001,0.000967053,0.0014939964765699999,0.00485794649566
ZNF615,0.0511066145739,0.049308309,0.037155652631,0.018900421,0.0139984404162,0.037415976000000004,0.0311281313796,0.00900119976401,0.0223037446465,0.00966940229559,0.017263221000000002,0.0206167835464,0.0152358466799,0.019311786486799997,0.032944434,0.022805578613299998,0.022086556314400003
NOL10,0.00708033542353,0.0038508690000000003,0.0039784004784,0.004434073,0.00220242394727,0.004890238,0.00503656500494,0.0024657187119,0.0033203299369499997,0.0008599909697639999,0.002954985,0.0013442091995499999,0.00137893517148,0.0015578033371199999,0.001669898,0.00148344701691,0.0034310203286700004
RGP1,0.0166207763429,0.018358121,0.0137062121255,0.008227466,0.00393197921219,0.012050749,0.0111486163671,0.00743469218067,0.0029888851206599995,0.005722253478600001,0.008273948,0.00461505072428,0.0036634005696300005,0.00334677691297,0.003962745,0.00646345697534,0.006703994723390001
RELL2,0.06559276065519999,0.112382947,0.127164145159,0.045068393,0.13768705263800002,0.106465405,0.0799983391223,0.0163839997894,0.0174170412354,0.00968243157348,0.066104396,0.0207312356313,0.0713862907078,0.0653457308803,0.004363221,0.0103089594758,0.0309101714792
SHMT1,0.014365824638200003,0.014662978,0.00949253092364,0.008536984000000001,0.007496838450540001,0.013130824,0.0153950429556,0.0016850057639100002,0.00196496988498,0.0019412365852200001,0.003271951,0.00233174971312,0.0023401506969800002,0.0018154876401400002,0.000986471,0.0015741483941300002,0.003965530983710001
PPP6R3,0.0140177799847,0.010379468000000001,0.0100497539299,0.004329379,0.009250856987379999,0.007806820999999999,0.00851672257949,0.0025310162814299996,0.007837510226359999,0.0017996840487299998,0.005882668000000001,0.00460600910094,0.00343896157594,0.005040347888600001,0.00468908,0.00491071125841,0.00466265276755
NOLC1,0.019963840068,0.015462907,0.007892012180200001,0.006370646999999999,0.00268236618785,0.012941205,0.0082103195485,0.000936382481879,0.00153092364683,0.000576721689985,0.004767436,0.0018004162579700002,0.0005163373823199999,0.00141395825579,0.001716626,0.00163125399818,0.00697687021313
BCL3,0.121491255238,0.10834253199999999,0.0990939232681,0.013585996000000001,0.05442581993290001,0.026016747000000003,0.024666285038400005,0.0036866345620300005,0.014695328709200001,0.00463647025095,0.031898148,0.0261719357897,0.0336763916944,0.014142966771200001,0.009622865,0.0201265745755,0.017894702359799997
UQCC2,0.08613104318189999,0.060484714,0.0439536812573,0.016589173000000002,0.0321978226432,0.051926549,0.0622955903556,0.0104454319588,0.00806914179021,0.00199290375274,0.011617068999999999,0.0077931510731600005,0.0059035391249399995,0.011163427824799997,0.005436935,0.007091693011499999,0.0217040852641
IPO8,0.0380532293999,0.020696377,0.0180303453596,0.010953793,0.011259230578700001,0.015584223999999999,0.0167828615399,0.005764587770189999,0.00612270189807,0.00255446229169,0.008507755,0.0065232477948,0.00409644327181,0.0062179654056400005,0.005027852,0.00698856613129,0.00919752864152
TMEM107,0.0995214602302,0.103440561,0.07230043391180001,0.105034276,0.05793566246949999,0.060639719,0.061102842262,0.0689895012308,0.0330748035082,0.0508544070202,0.060711699,0.0476144718961,0.036896322619800005,0.039520686862800004,0.08197445099999999,0.126767902058,0.101193521867
FXYD5,0.0210794759562,0.012923968000000001,0.00725356539831,0.010184758,0.00421091356634,0.01389316,0.0206582628157,0.00203874651745,0.00182994503364,0.000645933155213,0.004158402,0.0015380516011700002,0.00116010292203,0.0019182496677,0.0019434860000000001,0.005017466750659999,0.00712764199614
ZNF256,0.0526103171585,0.043948590999999995,0.0227110077737,0.016405224,0.0294208468304,0.012598386999999999,0.019667804102,0.00384989922323,0.022994869775,0.0045532461966999995,0.012223125,0.00556274658024,0.0044673358911000004,0.0132518897411,0.009224759,0.017110277545,0.012724052113999998
ZNF783,0.0714330664033,0.061427648,0.0648853787761,0.043441481,0.046810274694300005,0.056493312999999996,0.0639827402437,0.027715597425299998,0.037248201187100004,0.0442604041423,0.042755617999999995,0.043262443396500004,0.040470190480300004,0.0431405320216,0.041698995,0.0400902078225,0.057527518672599996
ITFG3,0.0179846601849,0.011834707,0.007309828197359998,0.005365056,0.00504873063263,0.011047817,0.010337392327299999,0.0015458369936900002,0.00234768441341,0.0010687461896399999,0.00375386,0.0027539141843200003,0.0014385798183099998,0.00243681336285,0.0024434229999999997,0.00249467652907,0.00633232524806
